id,polymer,fp_mqns_1,fp_mqns_2,fp_mqns_3,fp_mqns_4,fp_mqns_5,fp_mqns_6,fp_mqns_7,fp_mqns_8,fp_mqns_9,fp_mqns_10,fp_mqns_11,fp_mqns_12,fp_mqns_13,fp_mqns_14,fp_mqns_15,fp_mqns_16,fp_mqns_17,fp_mqns_18,fp_mqns_19,fp_mqns_20,fp_mqns_21,fp_mqns_22,fp_mqns_23,fp_mqns_24,fp_mqns_25,fp_mqns_26,fp_mqns_27,fp_mqns_28,fp_mqns_29,fp_mqns_30,fp_mqns_31,fp_mqns_32,fp_mqns_33,fp_mqns_34,fp_mqns_35,fp_mqns_36,fp_mqns_37,fp_mqns_38,fp_mqns_39,fp_mqns_40,fp_mqns_41,fp_mqns_42,fp_smrVsa_1,fp_smrVsa_2,fp_smrVsa_3,fp_smrVsa_4,fp_smrVsa_5,fp_smrVsa_6,fp_smrVsa_7,fp_smrVsa_8,fp_smrVsa_9,fp_smrVsa_10,fp_slogPVsa_1,fp_slogPVsa_2,fp_slogPVsa_3,fp_slogPVsa_4,fp_slogPVsa_5,fp_slogPVsa_6,fp_slogPVsa_7,fp_slogPVsa_8,fp_slogPVsa_9,fp_slogPVsa_10,fp_slogPVsa_11,fp_slogPVsa_12,fp_o_desc_nRotBon,fp_o_desc_nRing,fp_o_desc_nAroRing,fp_o_desc_nAliRing,fp_o_desc_k1,fp_o_desc_k2,fp_o_desc_k3,fp_o_desc_chi0,fp_o_desc_chi0n,fp_o_desc_chi0v,fp_o_desc_chi1,fp_o_desc_chi1n,fp_o_desc_chi1v,fp_o_desc_chi2n,fp_o_desc_chi2v,fp_o_desc_chi3n,fp_o_desc_chi3v,fp_o_desc_chi4n,fp_o_desc_chi4v,fp_o_desc_HallKierAlpha,band_gap
2743,[*]CC([*])C(=O)NC,1,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,1.5,1.21875,0.25,0.0,0.0,0.0,0,0.6875,0.75,0.5,0.25,0.25,0.0,0.0,0.53125,0.5,0.46875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.198634296,0.0,1.329197151,1.294541948,1.821572193,1.761917996,0.0,0,0.0,1.476794932,1.329197151,3.238712928,1.198634296,1.294541948,1.821572193,0.0,0.0,0.0,0,0.0,0.0,0.0,0.6875,0.0,0.0,0.0,1.3675,0.723309093,0.45857157,1.155436329,0.936384139,0.936384139,0.708368825,0.512245329,0.512245329,0.375262767,0.375262767,0.277471117,0.277471117,0.189374718,0.189374718,0.1325,5.4371
521,[*]c1ccc([*])n1CCC(=O)OC(C)C(=O)OCC,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083333333,0.333333333,0.0,1.416666667,0.90625,0.166666667,0.0,0.208333333,0.208333333,0,0.572916667,0.75,0.416666667,0.0,0.0,0.0,0.0,0.333333333,0.416666667,0.25,0.0,0.1875,0.229166667,0.0,0.0,0.0,0.083333333,0.0,0.0,0.0,0,0,0.0,0.0,1.58856669,0.0,0.380591637,0.0,2.743084901,0.550573497,1.140162086,0,0.830364499,0.994884215,0.0,2.434713215,2.133963057,0.0,1.689024669,1.140162086,0.0,0.830364499,0,0.0,0.0,0.0,0.572916667,0.083333333,0.083333333,0.0,1.115623565,0.546108351,0.306074728,1.037190684,0.829409623,0.829409623,0.67751908,0.473353924,0.473353924,0.320619265,0.320619265,0.220259463,0.220259463,0.153859977,0.153859977,0.148333333,2.0885
522,[*]NNC(=O)CCCCC([*])=O,1,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333,0.0,0.333333333,0.0,1.666666667,1.3125,0.333333333,0.0,0.0,0.0,0,0.833333333,1.0,0.666666667,0.354166667,0.333333333,0.0,0.0,0.354166667,1.0,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.598179061,0.0,1.695559812,0.121722297,4.280547749,0.0,0.0,0,0.0,1.976955343,1.817282109,1.976955343,1.598179061,0.0,4.280547749,0.0,0.0,0.0,0,0.0,0.0,0.0,0.833333333,0.0,0.0,0.0,1.493333333,0.997033817,0.977876782,1.241695407,0.944043545,0.944043545,0.798373257,0.558287265,0.558287265,0.377170388,0.377170388,0.227706579,0.227706579,0.134044424,0.134044424,0.173333333,5.6711
1941,[*]Oc1ccc(CC(NC(=O)Cc2ccc(OC(=O)CC(C)CCC([*])=O)cc2)C(=O)OCCCCCCCC)cc1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.21875,0.0,1.25,0.80859375,0.125,0.0,0.1875,0.1875,0,0.62109375,0.46875,0.25,0.03515625,0.03515625,0.0,0.0,0.19140625,0.5,0.18359375,0.0,0.25,0.125,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0,0,0.0,0.0,1.044842052,0.0,0.166149644,0.184934564,2.828698534,0.206465061,1.864307485,0,0.35934449,0.745459453,0.443700208,1.160679413,1.148645467,0.184934564,2.586305375,1.516591767,0.0,0.0,0,0.0,0.35934449,0.0,0.62109375,0.0625,0.0625,0.0,1.019248298,0.589938653,0.437518866,0.899903021,0.738470673,0.738470673,0.603584293,0.448767185,0.448767185,0.327796845,0.327796845,0.212424747,0.212424747,0.139339781,0.139339781,0.115,5.2951
3377,[*]CCCCCCOCCCCCCOCCCCCO[*],1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.176470588,0.0,1.176470588,1.169117647,0.0,0.0,0.0,0.0,0,1.154411765,0.352941176,0.176470588,0.007352941,0.007352941,0.0,0.0,0.014705882,1.161764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.838635113,0.0,0.0,0.0,4.205559118,2.283260679,0.0,0,0.0,0.0,0.0,2.320808674,0.801087117,0.0,4.205559118,0.0,0.0,0.0,0,0.0,0.0,0.0,1.154411765,0.0,0.0,0.0,1.169411765,1.162058824,1.154705882,0.836197584,0.781590733,0.781590733,0.587604511,0.513252873,0.513252873,0.335053807,0.335053807,0.217211202,0.217211202,0.139656124,0.139656124,0.007058824,5.9688
2752,[*]OC1CCCCCCC1[*],1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,1.125,0.234375,0.0,0.0,1.0,0.0,0,0.21875,0.25,0.125,0.015625,0.015625,0.0,0.0,0.015625,0.109375,0.0,0.0,0.765625,0.234375,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0,0,0.0,0.0,0.597883876,0.0,0.0,0.0,6.346558677,0.0,0.0,0,0.0,0.0,0.0,1.510406613,0.518094386,0.0,4.915941555,0.0,0.0,0.0,0,0.0,0.0,0.0,0.21875,0.125,0.0,0.125,0.903820946,0.528988751,0.310146323,0.769659903,0.728334968,0.728334968,0.557158317,0.514427133,0.514427133,0.397310492,0.397310492,0.305255928,0.305255928,0.236015059,0.236015059,0.005,5.2834
350,[*]NC(=O)NC(=O)[*],1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.9375,1.0,0.0,0.0,0.0,0,0.0625,3.0,2.0,1.0625,1.0,0.0,0.0,1.0625,1.0,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,4.794537184,0.0,4.984489316,0.358354217,0.0,0.0,0.0,0,0.0,6.054800812,5.342843534,6.054800812,0.299658574,0.0,0.0,0.0,0.0,0.0,0,4.49487861,0.0,0.0,0.0625,0.0,0.0,0.0,2.47,1.228690557,1.225399506,2.310872659,1.417917074,1.417917074,1.392744469,0.695307169,0.695307169,0.436511094,0.436511094,0.211159857,0.211159857,0.121764767,0.121764767,0.53,3.9005
1173,[*]CCCCCCCCCCCCCCCCCCCCOC(=O)COCC(=O)O[*],1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208333333,0.0,1.208333333,1.119791667,0.083333333,0.0,0.0,0.0,0,1.03125,0.416666667,0.208333333,0.005208333,0.005208333,0.0,0.0,0.09375,1.03125,0.083333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.99357797,0.0,0.0,0.0,4.851677348,1.066736151,0.0,0,0.0,0.497442107,0.0,1.590774755,0.966981473,0.0,4.851677348,0.0,0.0,0.0,0,0.0,0.0,0.0,1.03125,0.0,0.0,0.0,1.1625,1.006430296,1.009819815,0.871066391,0.77662804,0.77662804,0.594675825,0.507105966,0.507105966,0.344798543,0.344798543,0.227805198,0.227805198,0.153084341,0.153084341,0.045833333,6.3895
1509,[*]Cc1ccc(C[n+]2ccc(-c3cc[n+]([*])cc3)cc2)cc1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111,0.0,0.0,1.111111111,0.270833333,0.0,0.0,0.5,0.5,0,0.263888889,0.111111111,0.111111111,0.006944444,0.006944444,0.0,0.111111111,0.006944444,0.104166667,0.0,0.0,0.673611111,0.326388889,0.0,0.0,0.0,0.0,0.166666667,0.0,0.0,0,0,0.0,0.0,0.510350509,0.0,0.0,0.0,0.729826967,0.0,4.691400768,0,0.618161277,0.0,0.510350509,0.0,0.681745459,0.048081508,0.618161277,4.073239491,0.0,0.618161277,0,0.0,0.0,0.0,0.263888889,0.166666667,0.166666667,0.0,0.70804856,0.339319239,0.187630402,0.745357098,0.626669663,0.626669663,0.547686146,0.384341965,0.384341965,0.294284823,0.294284823,0.211879261,0.211879261,0.145926566,0.145926566,0.137777778,2.0993
2379,[*]CCCCCCCCCCCCCCCCOC(=O)CC=CCC(=O)O[*],1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.181818182,0.0,1.181818182,1.039772727,0.136363636,0.0,0.0,0.0,0,0.943181818,0.363636364,0.181818182,0.005681818,0.005681818,0.0,0.0,0.102272727,0.988636364,0.090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.868591288,0.0,0.0,0.0,4.709027869,0.563086531,0.552365464,0,0.0,0.542664117,0.0,1.134765008,0.839576928,0.0,4.709027869,0.552365464,0.0,0.0,0,0.0,0.0,0.0,0.943181818,0.0,0.0,0.0,1.121818182,0.953607955,0.957089943,0.853830592,0.752595367,0.752595367,0.580555445,0.48831922,0.48831922,0.329445682,0.329445682,0.216522355,0.216522355,0.142762445,0.142762445,0.06,5.8517
2644,[*]CCCCCC(=O)NCCCCCOCCCCCNC(=O)CCCCO[*],1,0.0,0.0,0.0,0.0,0.0,0.0,0.095238095,0.0,0.19047619,0.0,1.285714286,1.18452381,0.095238095,0.0,0.0,0.0,0,1.077380952,0.476190476,0.285714286,0.101190476,0.101190476,0.0,0.0,0.107142857,1.083333333,0.095238095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.909952778,0.0,0.506360819,0.0,4.016007059,1.842437163,0.0,0,0.0,0.562588546,0.506360819,2.435421705,0.879556781,0.0,4.016007059,0.0,0.0,0.0,0,0.0,0.0,0.0,1.077380952,0.0,0.0,0.0,1.231428571,1.054365584,1.048499136,0.928160943,0.814738301,0.814738301,0.632236686,0.522400496,0.522400496,0.346830874,0.346830874,0.22241946,0.22241946,0.14113318,0.14113318,0.054285714,5.905
2896,[*]C1C=C(C)C([*])S1,1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.2,0.375,0.0,0.0,0.8,0.2,0,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.45,0.55,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.22222575,0.28764268,2.329824927,0,0.0,2.35237699,0.0,2.125120991,0.0,0.0,1.38474744,2.329824927,0.0,0.0,0,0.0,0.0,2.35237699,0.175,0.2,0.0,0.2,0.893358847,0.362805797,0.17034205,0.8357407,0.734547645,0.897846961,0.575822938,0.440894432,0.634753528,0.377065236,0.63424174,0.281223916,0.633443284,0.216367939,0.574845127,0.018,5.0392
2610,[*]NC(=O)OC(C=C1)=CC=C1[*],1,0.0,0.0,0.0,0.0,0.0,0.0,0.142857143,0.0,0.285714286,0.0,1.428571429,0.553571429,0.142857143,0.0,0.428571429,0.428571429,0,0.267857143,0.714285714,0.428571429,0.160714286,0.142857143,0.0,0.0,0.160714286,0.267857143,0.142857143,0.0,0.589285714,0.267857143,0.0,0.0,0.0,0.0,0.142857143,0.0,0.0,0,0,0.0,0.0,1.361628591,0.0,0.0,0.102386919,0.0,0.664598576,3.574823451,0,0.821358833,1.581386152,1.443680202,0.870462867,0.0,0.0,0.0,3.574823451,0.0,0.0,0,1.395857168,0.821358833,0.0,0.267857143,0.142857143,0.142857143,0.0,0.967667104,0.471721574,0.31289366,1.003931816,0.735033604,0.735033604,0.690911604,0.41692694,0.41692694,0.285829086,0.285829086,0.181080389,0.181080389,0.117887466,0.117887466,0.215714286,4.5955
3374,[*]c1cc(CCS(=O)(=O)O)c([*])s1,1,0.0,0.0,0.0,0.0,0.333333333,0.0,0.0,0.0,0.5,0.0,1.833333333,0.8125,0.333333333,0.0,0.416666667,0.416666667,0,0.645833333,1.0,0.5,0.166666667,0.166666667,0.0,0.0,0.5,0.333333333,0.0,0.166666667,0.375,0.458333333,0.0,0.0,0.0,0.166666667,0.0,0.0,0.0,0,0,0.0,0.0,2.16175781,0.0,0.0,0.0,1.070136937,0.958808934,2.162472375,0,1.422501265,3.575818789,0.0,3.120566744,2.756491414,0.0,0.927241915,1.23523046,0.0,1.422501265,0,0.0,0.0,1.889464313,0.645833333,0.166666667,0.166666667,0.0,1.473801533,0.571873266,0.431034728,1.34881951,0.931851359,1.204016886,0.843927684,0.5217993,0.928707791,0.409844873,0.841452267,0.268233502,0.601981089,0.185484357,0.477006603,0.065,2.5623
651,[*]Nc1cc(C)c([*])cc1C,1,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,1.125,0.484375,0.0,0.0,0.375,0.375,0,0.21875,0.125,0.125,0.140625,0.125,0.0,0.0,0.265625,0.109375,0.0,0.0,0.265625,0.484375,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.7309343,0.671112308,3.002241625,0,0.0,1.332981158,0.671112308,0.0,0.0,1.7309343,1.390862873,1.611378753,0.0,0.0,0,1.332981158,0.0,0.0,0.21875,0.125,0.125,0.0,0.78976293,0.320005251,0.172413817,0.81044408,0.709254763,0.709254763,0.532724624,0.3923377,0.3923377,0.322021844,0.322021844,0.223744895,0.223744895,0.146444284,0.146444284,0.1225,3.9275
3245,[*]CCCCCOC(=O)NCCSCCCCCSCCNC(=O)O[*],1,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,0.25,0.0,1.5,1.3671875,0.125,0.0,0.0,0.0,0,1.109375,0.625,0.375,0.1328125,0.1328125,0.0,0.0,0.140625,1.234375,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.194313021,0.0,0.664598576,0.0,2.461899805,3.030551933,0.0,0,0.0,2.231890628,0.664598576,3.832101687,0.555101127,0.0,2.461899805,0.0,0.0,0.0,0,0.599317148,0.0,1.470235619,1.109375,0.0,0.0,0.0,1.4525,1.222698404,1.227331864,1.085628717,0.899404187,1.00146626,0.735763737,0.546743341,0.691080908,0.340526062,0.493619171,0.208151944,0.341920638,0.1263991,0.233745609,0.0475,5.3077
2671,[*]C(C=C1)=CC=C1OC(=S)C(S2)=CC=C2[*],1,0.0,0.0,0.0,0.0,0.181818182,0.0,0.0,0.0,0.090909091,0.0,1.272727273,0.352272727,0.090909091,0.0,0.5,0.5,0,0.261363636,0.181818182,0.090909091,0.0,0.0,0.0,0.0,0.090909091,0.090909091,0.090909091,0.0,0.659090909,0.340909091,0.0,0.0,0.0,0.090909091,0.090909091,0.0,0.0,0,0,0.0,0.0,0.430623905,0.0,0.0,0.0,0.0,0.0,3.882377576,0,1.353185062,2.600480635,0.430623905,0.459147969,0.0,0.0,0.443377018,3.439000558,0.0,0.830502168,0,0.0,0.522682894,2.141332666,0.261363636,0.181818182,0.181818182,0.0,0.868939393,0.400599281,0.212716911,0.87054952,0.655289459,0.803743383,0.620973548,0.385646875,0.497705002,0.275277622,0.405964661,0.19059156,0.329908636,0.126952019,0.23091111,0.108181818,2.8495
